age,income,employed,label,education_bachelor,education_highschool,education_master,education_phd
-1.0067429233002514,-0.647624146610338,0.6030226891555274,-1.0690449676496976,1.0,0.0,0.0,0.0
-0.2681000176180016,-0.007530513332678348,0.6030226891555274,0.9354143466934854,0.0,0.0,1.0,0.0
-0.7605286214061681,-0.9111921132540801,-1.6583123951777,-1.0690449676496976,1.0,0.0,0.0,0.0
0.6346857559936369,1.2350041865592492,0.6030226891555274,0.9354143466934854,0.0,0.0,0.0,1.0
1.2091857937464976,0.5949105532815895,0.6030226891555274,0.9354143466934854,0.0,0.0,1.0,0.0
-1.1708857912296402,-1.1747600798978224,-1.6583123951777,-1.0690449676496976,0.0,1.0,0.0,0.0
1.9478286994287473,1.7997926865101253,0.6030226891555274,0.9354143466934854,0.0,0.0,0.0,1.0
0.1422571522054704,-0.3087510466398123,0.6030226891555274,-1.0690449676496976,1.0,0.0,0.0,0.0
0.7988286239230257,0.9714362199155069,0.6030226891555274,0.9354143466934854,0.0,0.0,1.0,0.0
-0.5963857534767792,-0.7605818466005132,0.6030226891555274,-1.0690449676496976,1.0,0.0,0.0,0.0
-1.4991715270884178,-1.513633179868348,-1.6583123951777,-1.0690449676496976,0.0,1.0,0.0,0.0
1.4554000956405808,1.4985721532029912,0.6030226891555274,0.9354143466934854,0.0,0.0,0.0,1.0
-0.350171451582696,-0.12048821332285357,-1.6583123951777,0.9354143466934854,0.0,0.0,1.0,0.0
0.3064000201348592,0.3313425866378473,0.6030226891555274,0.9354143466934854,1.0,0.0,0.0,0.0
-0.8426000553708625,-0.9864972465808636,0.6030226891555274,-1.0690449676496976,0.0,1.0,0.0,0.0
